	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
3256	3256	DID42	then you can take the right decisions	then you can take the right decisions	p1	p2	Suggest	chitChatHh		decisions	you decisions decisions can take	can take the			Suggest	Binding	FPPbase
3257	3257	DID42	then if you are coming so for a temp location	then if you are coming so for a temp location	p2	p1	Suggest	chitChatHh		a temp location	you temp location are coming	are coming so			Suggest	Binding	FPPbase
3258	3258	DID42	you need to	you need to	p2	p1	Selferror	chitChatHh			you need				Selferror	Binding	FPPinsert
3259	3259	DID42	have to see for a place that you need to accommodate your self	have to see for a place that you need to accommodate your self	p2	p1	Offer	chitChatHh		a place self	place you self that self have see need accommodate	to see for to accommodate your			Offer	CoOccur	FPPbase
3260	3260	DID42	yeah hmm	  yeah hmm	p2	p1	Acceptoffer	chitChatHh		 yeah hmm	 				Acceptoffer	Progressive	SPPbase
3261	3261	DID42	So so	  So so	p2	p1	Stalling	chitChatHh		 	 				Stalling	CoOccur	FPPinsert
3262	3262	DID42	for me everything I relate to research	for me everything I relate to research	p1	p2	Interactionstructuring	chitChatHh		everything I research	everything I research relate				Interactionstructuring	Binding	FPPbase
3263	3263	DID42	everything is just like	everything is just like	p2	p1	Turnkeep	chitChatHh		everything	everything is				Turnkeep	CoOccur	FPPinsert
3264	3264	DID42	you have a problem definition	you have a problem definition	p2	p1	Suggest	chitChatHh		a problem definition	you problem definition definition have				Suggest	Binding	FPPbase
3265	3265	DID42	and these are the possible solutions	and these are the possible solutions	p2	p1	Addresssuggest	chitChatHh		and solutions	these solutions are				Addresssuggest	Binding	SPPbase
3266	3266	DID42	yeah	  yeah	p2	p1	Agreement	chitChatHh		 yeah	 				Agreement	Progressive	SPPbase
3267	3267	DID42	So	  So	p2	p1	Turntake	chitChatHh		 	 				Turntake	CoOccur	FPPinsert
3268	3268	DID42	I used to write everything in terms of that	I used to write everything in terms of that	p2	p1	Addresssuggest	chitChatHh		I everything terms	I everything terms everything used write	to write everything			Addresssuggest	Binding	SPPbase
3269	3269	DID42	Before coming here this is my professor	Before coming here this is my professor	p2	p1	Inform	chitChatHh		professor	this professor coming is				Inform	Progressive	FPPinsert
3270	3270	DID42	okay these are the things i have to ask him	okay these are the things i have to ask him	p2	p1	Instruct	chitChatHh		okay things i	these things i him are have ask	to ask him			Instruct	Binding	FPPbase
3271	3271	DID42	like how much is my scholarship	like how much is my scholarship	p2	p1	Question	chitChatHh		scholarship	much scholarship is				Question	Binding	FPPbase
3272	3272	DID42	where i can stay	where i can stay	p2	p1	Question	chitChatHh		i	i can stay				Question	Binding	FPPbase
3273	3273	DID42	what is the period of that	what is the period of that	p2	p1	Question	chitChatHh		what period	what period is				Question	Binding	FPPbase
3274	3274	DID42	what are the future possibilities	what are the future possibilities	p2	p1	Question	chitChatHh		what possibilities	what possibilities are				Question	Binding	FPPbase
3275	3275	DID42	these are the some of the things	these are the some of the things	p2	p1	Suggest	chitChatHh		things	these things are				Suggest	Binding	FPPbase
3276	3276	DID42	that	that	p1	p2	Turnkeep	chitChatHh			 				Turnkeep	CoOccur	FPPinsert
3277	3277	DID42	you need before making a decision	you need before making a decision	p1	p2	Inform	chitChatHh		a decision	you decision decision need making				Inform	Progressive	FPPinsert
3278	3278	DID42	but the moment you have made you decision	but the moment you have made you decision	p1	p2	Disagreement	chitChatHh		but moment decision	moment you you decision have made	have made you			Disagreement	Progressive	SPPbase
3279	3279	DID42	then you go and meet with that	then you go and meet with that	p1	p2	Instruct	chitChatHh		and	you go meet				Instruct	Binding	FPPbase
3280	3280	DID42	hmm	hmm	p2	p1	Turntake	chitChatHh		hmm	 				Turntake	CoOccur	FPPinsert
3281	3281	DID42	hmm	hmm	p2	p1	Turntake	chitChatHh		hmm	 				Turntake	CoOccur	FPPinsert
3282	3282	DID42	yeah	yeah	p2	p1	Turntake	chitChatHh		yeah	 				Turntake	CoOccur	FPPinsert
3283	3283	DID42	I agree with that	I agree with that	p2	p1	Agreement	chitChatHh		I	I agree				Agreement	Progressive	SPPbase
3284	3284	DID42	The other thing is also that	The other thing is also that	p2	p1	Inform	chitChatHh		thing	thing is				Inform	Progressive	FPPinsert
3285	3285	DID42	the more you	the more you	p2	p1	Opening	chitChatHh			 				Opening	Binding	FPPpre
3286	3286	DID42	you will meet different variety of people	you will meet different variety of people	p2	p1	Inform	chitChatHh		variety people	you variety people variety will meet	will meet different			Inform	Progressive	FPPinsert
3287	3287	DID42	the more you will feel liberal	the more you will feel liberal	p2	p1	Inform	chitChatHh			you will feel	will feel liberal			Inform	Progressive	FPPinsert
3288	3288	DID42	or	or	p2	p1	Turnkeep	chitChatHh		or	 				Turnkeep	CoOccur	FPPinsert
3289	3289	DID42	the other hand conservative also	the other hand conservative also	p2	p1	Inform	chitChatHh		hand conservative	hand conservative 				Inform	Progressive	FPPinsert
3290	3290	DID42	So it depends on	So it depends on	p2	p1	Interactionstructuring	chitChatHh			it depends				Interactionstructuring	Binding	FPPbase
3291	3291	DID42	what are the things you are expecting	what are the things you are expecting	p2	p1	Question	chitChatHh		what things	what things you are are expecting				Question	Binding	FPPbase
3292	3292	DID42	One thing which was uncertain	One thing which was uncertain	p2	p1	Inform	chitChatHh		thing	thing which was				Inform	Progressive	FPPinsert
3293	3293	DID42	which i did not figure out or did any research on was how the people would be	which i did not figure out or did any research on was how the people would be	p2	p1	Inform	chitChatHh		i or research people	i research people which research did figure did was would be				Inform	Progressive	FPPinsert
3294	3294	DID42	when i came here I felt	when i came here I felt	p2	p1	Inform	chitChatHh		i I	i I came felt				Inform	Progressive	FPPinsert
3295	3295	DID42	i l realized	i l realized	p2	p1	Selfcorrection	chitChatHh		i l	i realized				Selfcorrection	Progressive	FPPinsert
3296	3296	DID42	people are really nice	people are really nice	p2	p1	Suggest	chitChatHh		people	people are				Suggest	Binding	FPPbase
3297	3297	DID42	really beautiful people	really beautiful people	p2	p1	Suggest	chitChatHh		people	people 				Suggest	Binding	FPPbase
3298	3298	DID42	i can say that in my experience	i can say that in my experience	p2	p1	Inform	chitChatHh		i experience	i experience that can say	can say that			Inform	Progressive	FPPinsert
3299	3299	DID42	they are the best people whoever I have met so far	they are the best people whoever I have met so far	p1	p2	Promise	chitChatHh		people whoever I	they people whoever I whoever are have met	have met so			Promise	Binding	SPPinsert
3300	3300	DID42	yeah	  yeah	p1	p2	Agreement	chitChatHh		 yeah	 				Agreement	Progressive	SPPbase
3301	3301	DID42	they are very good at heart	they are very good at heart	p2	p1	Acceptsuggest	chitChatHh		heart	they heart are				Acceptsuggest	Binding	SPPbase
3302	3302	DID42	most of the people	most of the people	p2	p1	Addresssuggest	chitChatHh		people	people 				Addresssuggest	Binding	SPPbase
3303	3303	DID42	and one thing	  and one thing	p2	p1	Turntake	chitChatHh		 and thing	thing 				Turntake	CoOccur	FPPinsert
3304	3304	DID42	i feel very nice about everyday	i feel very nice about everyday	p2	p1	Interactionstructuring	chitChatHh		i	i feel				Interactionstructuring	Binding	FPPbase
3305	3305	DID42	whenever i come from home to college and	whenever i come from home to college and	p2	p1	Suggest	chitChatHh		i home college and	i home college come				Suggest	Binding	FPPbase
3306	3306	DID42	whenever i see any person	whenever i see any person	p2	p1	Inform	chitChatHh		i person	i person person see				Inform	Progressive	FPPinsert
3307	3307	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3308	3308	DID42	we have eye contact and	we have eye contact and	p2	p1	Inform	chitChatHh		eye contact and	we eye contact contact have				Inform	Progressive	FPPinsert
3309	3309	DID42	so i	so i	p2	p1	Turnkeep	chitChatHh		i	 				Turnkeep	CoOccur	FPPinsert
3310	3310	DID42	i by habitually	i by habitually	p2	p1	Turnkeep	chitChatHh		i	 				Turnkeep	CoOccur	FPPinsert
3311	3311	DID42	i used to say hey	i used to say hey	p2	p1	Inform	chitChatHh		i hey	i used say	to say hey			Inform	Progressive	FPPinsert
3312	3312	DID42	and it fun that they used to say me hey	and it fun that they used to say me hey  	p1	p2	Inform	chitChatHh		and hey 	it they me fun used say	to say me 			Inform	Progressive	FPPinsert
3313	3313	DID42	respond	respond	p1	p2	Selferror	chitChatHh			 respond				Selferror	Binding	FPPinsert
3314	3314	DID42	yeah	yeah	p2	p1	Confirm	chitChatHh		yeah	 				Confirm	Progressive	SPPbase
3315	3315	DID42	they respond	they respond	p2	p1	Correctmisspeaking	chitChatHh			they respond				Correctmisspeaking	CoOccur	SPPinsert
3316	3316	DID42	yes	  yes	p1	p2	Agreement	chitChatHh		 yes	 				Agreement	Progressive	SPPbase
3317	3317	DID42	they respond	they respond	p1	p2	Confirm	chitChatHh			they respond				Confirm	Progressive	SPPbase
3318	3318	DID42	but	  but	p1	p2	Disagreement	chitChatHh		 but	 				Disagreement	Progressive	SPPbase
3319	3319	DID42	in India its like	in India its like	p1	p2	Interactionstructuring	chitChatHh		like	 				Interactionstructuring	Binding	FPPbase
3320	3320	DID42	its horrible	  its horrible	p1	p2	Inform	chitChatHh		 	 				Inform	Progressive	FPPinsert
3321	3321	DID42	if you say hey	if you say hey	p1	p2	Suggest	chitChatHh		hey	you say				Suggest	Binding	FPPbase
3322	3322	DID42	oh you know me	oh you know me	p1	p2	Addresssuggest	chitChatHh		oh	you me know				Addresssuggest	Binding	SPPbase
3323	3323	DID42	you do not know me	you do not know me	p1	p2	Addresssuggest	chitChatHh			you me do know	do nt know			Addresssuggest	Binding	SPPbase
3324	3324	DID42	then why do you say hey	then why do you say hey	p1	p2	Addresssuggest	chitChatHh		hey	you do say	do you say			Addresssuggest	Binding	SPPbase
3325	3325	DID42	they suspect you	  they suspect you	p2	p1	Turntake	chitChatHh		 	they you suspect				Turntake	CoOccur	FPPinsert
3326	3326	DID42	as if you are going to kill them	as if you are going to kill them	p2	p1	Acceptsuggest	chitChatHh			you them are going kill	are going to to kill them			Acceptsuggest	Binding	SPPbase
3327	3327	DID42	If you say hey	  If you say hey	p2	p1	Turntake	chitChatHh		 hey	you say				Turntake	CoOccur	FPPinsert
3328	3328	DID42	to a beautiful girl	to a beautiful girl	p1	p2	Inform	chitChatHh		a girl	girl 				Inform	Progressive	FPPinsert
3329	3329	DID42	then that means you are following her or something	then that means you are following her or something	p1	p2	Suggest	chitChatHh		or something	that you something her means are following	are following her			Suggest	Binding	FPPbase
3330	3330	DID42	yes	  yes	p1	p2	Acceptsuggest	chitChatHh		 yes	 				Acceptsuggest	Binding	SPPbase
3331	3331	DID42	we do not have such social norms	we do not have such social norms	p1	p2	Addresssuggest	chitChatHh		norms	we norms norms do have	do not have			Addresssuggest	Binding	SPPbase
3332	3332	DID42	That was my first impression of the people	That was my first impression of the people	p1	p2	Inform	chitChatHh		impression people	That impression people was				Inform	Progressive	FPPinsert
3333	3333	DID42	in the western countries	in the western countries	p1	p2	Turnkeep	chitChatHh		countries	countries 				Turnkeep	CoOccur	FPPinsert
3334	3334	DID42	in the malls	in the malls	p1	p2	Turnkeep	chitChatHh		malls	malls 				Turnkeep	CoOccur	FPPinsert
3335	3335	DID42	on the streets	on the streets	p1	p2	Turnkeep	chitChatHh		streets	streets 				Turnkeep	CoOccur	FPPinsert
3336	3336	DID42	people greet each other	people greet each other	p1	p2	Inform	chitChatHh		people	people other greet				Inform	Progressive	FPPinsert
3337	3337	DID42	And	And	p1	p2	Turnkeep	chitChatHh		And	 				Turnkeep	CoOccur	FPPinsert
3338	3338	DID42	as we go more and more towards these socially rich countries	as we go more and more towards these socially rich countries	p1	p2	Inform	chitChatHh		and countries	we countries go				Inform	Progressive	FPPinsert
3339	3339	DID42	more people are open in social spheres	more people are open in social spheres	p1	p2	Suggest	chitChatHh		people spheres	people spheres are				Suggest	Binding	FPPbase
3340	3340	DID42	they while walking on the road for example	they while walking on the road for example	p1	p2	Addresssuggest	chitChatHh		road example	road example walking				Addresssuggest	Binding	SPPbase
3341	3341	DID42	I really like it	I really like it	p1	p2	Inform	chitChatHh		I	I it like				Inform	Progressive	FPPinsert
3342	3342	DID42	it felt like home	it felt like home	p2	p1	Inform	chitChatHh		home	it home felt				Inform	Progressive	FPPinsert
3343	3343	DID42	it felt like I belong here	it felt like I belong here	p2	p1	Inform	chitChatHh		I	it I felt belong				Inform	Progressive	FPPinsert
3344	3344	DID42	yes yes	  yes yes	p2	p1	Agreement	chitChatHh		 yes  yes	 	 			Agreement	Progressive	SPPbase
3345	3345	DID42	I never felt any difficulties here	  I never felt any difficulties here	p2	p1	Interactionstructuring	chitChatHh		 I difficulties	I difficulties difficulties felt				Interactionstructuring	Binding	FPPbase
3346	3346	DID42	its not that I am missing my place	its not that I am missing my place	p2	p1	Suggest	chitChatHh		I place	I place place am missing	am missing my			Suggest	Binding	FPPbase
3347	3347	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3348	3348	DID42	not interacting with the environment	not interacting with the environment	p1	p2	Inform	chitChatHh		environment	environment interacting				Inform	Progressive	FPPinsert
3349	3349	DID42	And they all are nice	And they all are nice	p1	p2	Suggest	chitChatHh		And	they are				Suggest	Binding	FPPbase
3350	3350	DID42	What do you suggest	  What do you suggest	p2	p1	Suggest	chitChatHh		 What	What you What do suggest	do you suggest			Suggest	Binding	FPPbase
3351	3351	DID42	that we should learn from these people	that we should learn from these people	p2	p1	Question	chitChatHh		people	we people should learn	should learn from			Question	Binding	FPPbase
3352	3352	DID42	The first thing is that	  The first thing is that	p2	p1	Answer	chitChatHh		 thing	thing is				Answer	Progressive	SPPbase
3353	3353	DID42	what I felt	what I felt	p2	p1	Turnkeep	chitChatHh		what I	what I what felt				Turnkeep	CoOccur	FPPinsert
3354	3354	DID42	in Indian is we are losing the humanity there	in Indian is we are losing the humanity there	p2	p1	Addresssuggest	chitChatHh		humanity	we humanity humanity is are losing	are losing the			Addresssuggest	Binding	SPPbase
3355	3355	DID42	We are going greedy day by day	We are going greedy day by day	p2	p1	Inform	chitChatHh		day day	We day day are going	are going greedy			Inform	Progressive	FPPinsert
3356	3356	DID42	the environment the nature	the environment the nature	p1	p2	Inform	chitChatHh		environment nature	environment nature 				Inform	Progressive	FPPinsert
3357	3357	DID42	we are not bothering about that	we are not bothering about that  	p2	p1	Inform	chitChatHh		 	we are bothering	are not bothering			Inform	Progressive	FPPinsert
3358	3358	DID42	hmm hmm yeah	  hmm hmm yeah	p2	p1	Turntake	chitChatHh		 hmm  hmm yeah	hmm 	  			Turntake	CoOccur	FPPinsert
3359	3359	DID42	the first thing is humanity that we are loosing	  the first thing is humanity that we are loosing	p1	p2	Suggest	chitChatHh		 thing humanity	thing humanity we is are loosing				Suggest	Binding	FPPbase
3360	3360	DID42	we are saying we have a heritage culture	we are saying we have a heritage culture	p2	p1	Suggest	chitChatHh		a heritage culture	we we heritage culture culture are saying have	are saying we			Suggest	Binding	FPPbase
3361	3361	DID42	But that is in the past	  But that is in the past	p1	p2	Disagreement	chitChatHh		 But past	that past is				Disagreement	Progressive	SPPbase
3362	3362	DID42	Yes yes	  Yes yes	p1	p2	Agreement	chitChatHh		 Yes yes	 				Agreement	Progressive	SPPbase
3363	3363	DID42	What I think is	  What I think is	p1	p2	Turnkeep	chitChatHh		 What I	What I What think is				Turnkeep	CoOccur	FPPinsert
3364	3364	DID42	that we are becoming a hybrid generation	that we are becoming a hybrid generation	p1	p2	Addresssuggest	chitChatHh		a generation	we generation are becoming	are becoming a			Addresssuggest	Binding	SPPbase
3365	3365	DID42	of half Indian and half US	of half Indian and half US	p2	p1	Addresssuggest	chitChatHh		and half	half 				Addresssuggest	Binding	SPPbase
3366	3366	DID42	We are just blindly following the US	We are just blindly following the US	p2	p1	Inform	chitChatHh			We US are following	are just blindly			Inform	Progressive	FPPinsert
3367	3367	DID42	If your one leg is somewhere and other leg somewhere	  If your one leg is somewhere and other leg somewhere	p1	p2	Inform	chitChatHh		 leg and leg	leg leg is				Inform	Progressive	FPPinsert
3368	3368	DID42	then	then	p1	p2	Turnkeep	chitChatHh			 				Turnkeep	CoOccur	FPPinsert
3369	3369	DID42	you can not be balanced	  you can not be balanced	p1	p2	Suggest	chitChatHh		 	 can be balanced				Suggest	Binding	FPPbase
3370	3370	DID42	There is always conflict between	  There is always conflict between  	p1	p2	Turnkeep	chitChatHh		 conflict 	conflict is				Turnkeep	CoOccur	FPPinsert
3371	3371	DID42	at least with all the people in my generation	at least with all the people in my generation	p1	p2	Interactionstructuring	chitChatHh		people generation	people generation 				Interactionstructuring	Binding	FPPbase
3372	3372	DID42	whether to go traditional way Indian way	whether to go traditional way Indian way	p1	p2	Question	chitChatHh		way way	way way go	to go traditional			Question	Binding	FPPbase
3373	3373	DID42	or whether to adapt or just to take up other culture	or whether to adapt or just to take up other culture	p1	p2	Question	chitChatHh		or or culture	culture culture adapt take	to adapt or to take up			Question	Binding	FPPbase
3374	3374	DID42	but in the TVs we see only exaggerated culture of the west	but in the TVs we see only exaggerated culture of the west	p2	p1	Disagreement	chitChatHh		but TVs culture west	TVs we culture west culture see				Disagreement	Progressive	SPPbase
3375	3375	DID42	They are not divorcing they are so friendly	  They are not divorcing they are so friendly	p2	p1	Suggest	chitChatHh		 	They they are divorcing are	are not divorcing			Suggest	Binding	FPPbase
3376	3376	DID42	Of course of course	  Of course of course	p2	p1	Acceptsuggest	chitChatHh		 course	course 				Acceptsuggest	Binding	SPPbase
3377	3377	DID42	they respect the other people freedom	they respect the other people freedom	p2	p1	Addresssuggest	chitChatHh		people freedom	they people freedom freedom respect				Addresssuggest	Binding	SPPbase
3378	3378	DID42	they respect other genders	they respect other genders	p2	p1	Acceptsuggest	chitChatHh		genders	they genders genders respect				Acceptsuggest	Binding	SPPbase
3379	3379	DID42	they do not discriminate against each other	they do not discriminate against each other	p2	p1	Acceptsuggest	chitChatHh			they do discriminate	do not discriminate			Acceptsuggest	Binding	SPPbase
3380	3380	DID42	They do not control people	They do not control people	p2	p1	Acceptsuggest	chitChatHh		people	They people people do control	do not control			Acceptsuggest	Binding	SPPbase
3381	3381	DID42	if two people are living with each other	if two people are living with each other	p2	p1	Inform	chitChatHh		people	people are living	are living with			Inform	Progressive	FPPinsert
3382	3382	DID42	if they are having conflict	if they are having conflict	p1	p2	Inform	chitChatHh		conflict	they conflict conflict are having	are having conflict			Inform	Progressive	FPPinsert
3383	3383	DID42	its good they will breakup and have a better life	its good they will breakup and have a better life	p1	p2	Inform	chitChatHh		good and a life	good they life life will breakup have	will breakup and			Inform	Progressive	FPPinsert
3384	3384	DID42	They do not discriminate	  They do not discriminate	p1	p2	Turnkeep	chitChatHh		 	They do discriminate	do nt discriminate			Turnkeep	CoOccur	FPPinsert
3385	3385	DID42	they do not control people	they do not control people	p1	p2	Inform	chitChatHh		people	they people people do control	do nt control			Inform	Progressive	FPPinsert
3386	3386	DID42	Its not definite	  Its not definite	p1	p2	Turnkeep	chitChatHh		 	 				Turnkeep	CoOccur	FPPinsert
3387	3387	DID42	that this is the person	that this is the person	p1	p2	Inform	chitChatHh		person	this person is				Inform	Progressive	FPPinsert
3388	3388	DID42	Here you get more freedom to choose	Here you get more freedom to choose	p1	p2	Turntake	chitChatHh		freedom	you freedom freedom get choose				Turntake	CoOccur	FPPinsert
3389	3389	DID42	and be with the person who you like	and be with the person who you like	p1	p2	Inform	chitChatHh		and person who	person who you who be like				Inform	Progressive	FPPinsert
3390	3390	DID42	in India its like once you go and get that person you are doomed	in India its like once you go and get that person you are doomed	p1	p2	Turnkeep	chitChatHh		like and person	you person you person go get are doomed	 			Turnkeep	CoOccur	FPPinsert
3391	3391	DID42	because your family gets attached and its very very constraining	because your family gets attached and its very very constraining	p2	p1	Inform	chitChatHh		family and	family gets attached	gets attached and			Inform	Progressive	FPPinsert
3392	3392	DID42	I think we can change few things in those aspects	I think we can change few things in those aspects  	p2	p1	Suggest	chitChatHh		I things aspects 	I we things aspects things think can change	can change few			Suggest	Binding	FPPbase
3393	3393	DID42	Yes yes	  Yes yes	p2	p1	Agreement	chitChatHh		 Yes yes	 				Agreement	Progressive	SPPbase
3394	3394	DID42	many of the things once	many of the things once	p2	p1	Addresssuggest	chitChatHh		things	things 				Addresssuggest	Binding	SPPbase
3395	3395	DID42	I came here being in India I was thinking that these are the things that we should do	I came here being in India I was thinking that these are the things that we should do	p2	p1	Addresssuggest	chitChatHh		I I things	I I these things we that came being was thinking are should do				Addresssuggest	Binding	SPPbase
3396	3396	DID42	something that we need to change	something that we need to change	p2	p1	Addresssuggest	chitChatHh		something	something we that need change				Addresssuggest	Binding	SPPbase
3397	3397	DID42	that was the perception when I was in India	that was the perception when I was in India	p1	p2	Addresssuggest	chitChatHh		perception I	that perception I was was				Addresssuggest	Binding	SPPbase
3398	3398	DID42	Now when I came here I realized that there are many things that we have to change	Now when I came here I realized that there are many things that we have to change	p2	p1	Interactionstructuring	chitChatHh		I I things	I I things we that came realized are have change				Interactionstructuring	Binding	FPPbase
3399	3399	DID42	Yes	  Yes	p2	p1	Turntake	chitChatHh		 Yes	 				Turntake	CoOccur	FPPinsert
3400	3400	DID42	the root cause is parenting	  the root cause is parenting	p2	p1	Turntake	chitChatHh		 root cause	root cause is parenting				Turntake	CoOccur	FPPinsert
3401	3401	DID42	everything comes from there	everything comes from there	p2	p1	Inform	chitChatHh		everything	everything comes				Inform	Progressive	FPPinsert
3402	3402	DID42	Rather than making targets for our children	Rather than making targets for our children	p2	p1	Suggest	chitChatHh		targets children	targets children targets making				Suggest	Binding	FPPbase
3403	3403	DID42	these are the things that you have to do you have to obey your parents	these are the things that you have to do you have to obey your parents	p1	p2	Inform	chitChatHh		things parents	these things you you parents that parents are have do have obey	to do you to obey your			Inform	Progressive	FPPinsert
3404	3404	DID42	these are the rituals you have to perform	these are the rituals you have to perform	p2	p1	Inform	chitChatHh		rituals	these rituals you are have perform				Inform	Progressive	FPPinsert
3405	3405	DID42	No matter what	No matter what	p1	p2	Turnkeep	chitChatHh		what	what 				Turnkeep	CoOccur	FPPinsert
3406	3406	DID42	you have to get good marks	you have to get good marks	p1	p2	Inform	chitChatHh		marks	you marks marks have get	to get good			Inform	Progressive	FPPinsert
3407	3407	DID42	And they never gave any reason for anything	  And they never gave any reason for anything	p2	p1	Inform	chitChatHh		 And reason anything	they reason anything reason gave				Inform	Progressive	FPPinsert
3408	3408	DID42	we have to just do it well why	we have to just do it well why	p2	p1	Inform	chitChatHh			we it have do	to just do			Inform	Progressive	FPPinsert
3409	3409	DID42	So I think we should start having dialogue with our children	So I think we should start having dialogue with our children	p2	p1	Suggest	chitChatHh		I dialogue children	I we dialogue children dialogue think should start having	should start having			Suggest	Binding	FPPbase
3410	3410	DID42	explain the things what is good what is bad	explain the things what is good what is bad	p2	p1	Suggest	chitChatHh		things what what	things what what things explain is is				Suggest	Binding	FPPbase
3411	3411	DID42	rather than saying that this is the thing that you should do	rather than saying that this is the thing that you should do	p1	p2	Inform	chitChatHh		thing	this thing you that saying is should do				Inform	Progressive	FPPinsert
3412	3412	DID42	yes	yes	p2	p1	Agreement	chitChatHh		yes	 				Agreement	Progressive	SPPbase
3413	3413	DID42	attach explanation with everything	attach explanation with everything	p2	p1	Addresssuggest	chitChatHh		explanation everything	explanation everything explanation attach				Addresssuggest	Binding	SPPbase
3414	3414	DID42	such that he will understand that what is injurious	such that he will understand that what is injurious	p2	p1	Addresssuggest	chitChatHh		what	he what will understand is	will understand that			Addresssuggest	Binding	SPPbase
3415	3415	DID42	just do the explanation	just do the explanation	p1	p2	Addresssuggest	chitChatHh		explanation	explanation explanation do				Addresssuggest	Binding	SPPbase
3416	3416	DID42	Instead of punishing them	Instead of punishing them	p1	p2	Turntake	chitChatHh			 them punishing				Turntake	CoOccur	FPPinsert
3417	3417	DID42	just let them know about its problems	just let them know about its problems	p1	p2	Addresssuggest	chitChatHh		problems	them problems let know				Addresssuggest	Binding	SPPbase
3418	3418	DID42	and then let them choose	and then let them choose	p1	p2	Addresssuggest	chitChatHh		and	them let choose				Addresssuggest	Binding	SPPbase
3419	3419	DID42	because its their life	because its their life  	p2	p1	Addresssuggest	chitChatHh		life 	life 				Addresssuggest	Binding	SPPbase
3420	3420	DID42	yes of course	  yes of course	p2	p1	Agreement	chitChatHh		 yes course	course 				Agreement	Progressive	SPPbase
3421	3421	DID42	at the end it is their life	at the end it is their life	p2	p1	Inform	chitChatHh		end life	end it life is				Inform	Progressive	FPPinsert
3422	3422	DID42	and your focus should be to make them capable of taking their decisions	and your focus should be to make them capable of taking their decisions	p2	p1	Inform	chitChatHh		and focus decisions	focus them decisions decisions should be make taking	should be to to make them			Inform	Progressive	FPPinsert
3423	3423	DID42	train them to take the wise decisions	train them to take the wise decisions	p2	p1	Suggest	chitChatHh		decisions	decisions them decisions train take	to take the			Suggest	Binding	FPPbase
3424	3424	DID42	so there are many things that we can fix	so there are many things that we can fix	p2	p1	Inform	chitChatHh		so things	things we that are can fix				Inform	Progressive	FPPinsert
3425	3425	DID42	in the parenting	in the parenting	p2	p1	Inform	chitChatHh		parenting	parenting 				Inform	Progressive	FPPinsert
3426	3426	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3427	3427	DID42	see that rest of the society will change everything	see that rest of the society will change everything	p1	p2	Suggest	chitChatHh		rest society everything	rest society everything everything see will change	will change everything			Suggest	Binding	FPPbase
3428	3428	DID42	yeas	  yeas	p2	p1	Agreement	chitChatHh		 yeas	yeas 				Agreement	Progressive	SPPbase
3429	3429	DID42	why its always the responsibility of the girls and women to take care	  why its always the responsibility of the girls and women to take care  	p1	p2	Interactionstructuring	chitChatHh		 responsibility girls and women care 	responsibility girls women care care take	to take care			Interactionstructuring	Binding	FPPbase
3430	3430	DID42	of the family	  of the family	p2	p1	Turnkeep	chitChatHh		 family	family 				Turnkeep	CoOccur	FPPinsert
3431	3431	DID42	of the brothers	  of the brothers	p2	p1	Inform	chitChatHh		 brothers	brothers 				Inform	Progressive	FPPinsert
3432	3432	DID42	family house	family house  	p2	p1	Inform	chitChatHh		family house 	family house 				Inform	Progressive	FPPinsert
3433	3433	DID42	why she will do the cleaning and the	why she will do the cleaning and the	p2	p1	Instruct	chitChatHh		cleaning and	she cleaning cleaning will do	will do the			Instruct	Binding	FPPbase
3434	3434	DID42	boy will do the outside work	boy will do the outside work	p2	p1	Instruct	chitChatHh		boy work	boy work work will do	will do the			Instruct	Binding	FPPbase
3435	3435	DID42	you are making distinctions	you are making distinctions	p2	p1	Inform	chitChatHh		distinctions	you distinctions distinctions are making	are making distinctions			Inform	Progressive	FPPinsert
3436	3436	DID42	you are bringing discrimination at a very initial stage	you are bringing discrimination at a very initial stage	p2	p1	Inform	chitChatHh		discrimination a stage	you discrimination stage discrimination are bringing	are bringing discrimination			Inform	Progressive	FPPinsert
3437	3437	DID42	and then	and then	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3438	3438	DID42	complaining that society is transforming where no body is respecting women	complaining that society is transforming where no body is respecting women	p1	p2	Inform	chitChatHh		society body women	society body women women complaining is transforming is respecting	is transforming where is respecting women			Inform	Progressive	FPPinsert
3439	3439	DID42	yeah	  yeah	p2	p1	Agreement	chitChatHh		 yeah	 				Agreement	Progressive	SPPbase
3440	3440	DID42	if fathers do not respect mothers	  if fathers do not respect mothers	p2	p1	Inform	chitChatHh		 fathers mothers	fathers mothers mothers do respect	do nt respect			Inform	Progressive	FPPinsert
3441	3441	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3442	3442	DID42	if brothers do not respect sisters	if brothers do not respect sisters	p2	p1	Inform	chitChatHh		brothers sisters	brothers sisters sisters do respect	do nt respect			Inform	Progressive	FPPinsert
